Month_Ending,TRETSPEF,EMERGENCY
2021-02-28,321,100.0
2021-02-28,322,1.0
2021-02-28,323,7.0
2021-02-28,324,2.0
2021-02-28,325,766.0
2021-02-28,326,
2021-02-28,327,1.0
2021-02-28,328,4491.0
2021-02-28,329,79.0
2021-02-28,330,51.0
2021-02-28,331,11.0
2021-02-28,340,9501.0
2021-02-28,341,8.0
2021-02-28,342,
2021-02-28,343,46.0
2021-02-28,344,1.0
2021-02-28,345,0.0
2021-02-28,346,2.0
2021-02-28,350,970.0
2021-02-28,352,4.0
2021-02-28,360,13.0
2021-02-28,361,2801.0
2021-02-28,370,2928.0
2021-02-28,371,1.0
2021-02-28,400,1886.0
2021-02-28,401,0.0
2021-02-28,410,388.0
2021-02-28,420,30331.0
2021-02-28,421,124.0
2021-02-28,422,590.0
2021-02-28,424,241.0
2021-02-28,430,20097.0
2021-02-28,450,0.0
2021-02-28,460,1.0
2021-02-28,499,3.0
2021-02-28,501,1203.0
2021-02-28,502,14265.0
2021-02-28,503,60.0
2021-02-28,560,186.0
2021-02-28,650,3.0
2021-02-28,651,
2021-02-28,652,
2021-02-28,653,0.0
2021-02-28,654,1.0
2021-02-28,655,
2021-02-28,656,1.0
2021-02-28,657,
2021-02-28,658,3.0
2021-02-28,660,
2021-02-28,661,
2021-02-28,662,
2021-02-28,663,0.0
2021-02-28,700,37.0
2021-02-28,710,2454.0
2021-02-28,711,50.0
2021-02-28,712,9.0
2021-02-28,713,0.0
2021-02-28,715,352.0
2021-02-28,720,0.0
2021-02-28,721,0.0
2021-02-28,722,1.0
2021-02-28,723,3.0
2021-02-28,724,1.0
2021-02-28,725,1.0
2021-02-28,727,
2021-02-28,800,2062.0
2021-02-28,811,55.0
2021-02-28,812,3.0
2021-02-28,822,21.0
2021-02-28,834,0.0
2021-02-28,840,
2021-02-28,920,
2021-01-31,100,40218.0
2021-01-31,101,8947.0
2021-01-31,102,231.0
2021-01-31,103,89.0
2021-01-31,104,2571.0
2021-01-31,105,528.0
2021-01-31,106,1399.0
2021-01-31,107,1849.0
2021-01-31,108,569.0
2021-01-31,110,18428.0
2021-01-31,120,3655.0
2021-01-31,130,704.0
2021-01-31,140,463.0
2021-01-31,141,2.0
2021-01-31,142,3.0
2021-01-31,143,3.0
2021-01-31,144,1006.0
2021-01-31,145,0.0
2021-01-31,150,1596.0
2021-01-31,160,2344.0
2021-01-31,161,274.0
2021-01-31,170,82.0
2021-01-31,171,1092.0
2021-01-31,172,231.0
2021-01-31,173,182.0
2021-01-31,174,38.0
2021-01-31,180,34461.0
2021-01-31,190,178.0
2021-01-31,191,95.0
2021-01-31,192,1593.0
2021-01-31,199,72.0
2021-01-31,211,110.0
2021-01-31,212,6.0
2021-01-31,213,2.0
2021-01-31,214,315.0
2021-01-31,215,164.0
2021-01-31,216,14.0
2021-01-31,217,64.0
2021-01-31,218,126.0
2021-01-31,219,364.0
2021-01-31,220,177.0
2021-01-31,221,9.0
2021-01-31,222,0.0
2021-01-31,223,9.0
2021-01-31,241,
2021-01-31,242,248.0
2021-01-31,251,139.0
2021-01-31,252,20.0
2021-01-31,253,226.0
2021-01-31,254,1.0
2021-01-31,255,10.0
2021-01-31,256,31.0
2021-01-31,257,7.0
2021-01-31,258,96.0
2021-01-31,259,87.0
2021-01-31,260,395.0
2021-01-31,261,8.0
2021-01-31,262,16.0
2021-01-31,263,46.0
2021-01-31,264,5.0
2021-01-31,280,0.0
2021-01-31,290,28.0
2021-01-31,291,2.0
2021-01-31,300,196109.0
2021-01-31,301,4170.0
2021-01-31,302,3370.0
2021-01-31,303,2333.0
2021-01-31,304,1.0
2021-01-31,305,107.0
2021-01-31,306,202.0
2021-01-31,307,2579.0
2021-01-31,308,30.0
2021-01-31,309,24.0
2021-01-31,310,
2021-01-31,311,1.0
2021-01-31,313,5.0
2021-01-31,314,509.0
2021-01-31,315,161.0
2021-01-31,316,3.0
2021-01-31,317,0.0
2021-01-31,318,63.0
2021-01-31,319,0.0
2021-01-31,320,10779.0
2021-01-31,321,90.0
2021-01-31,322,10.0
2021-01-31,323,14.0
2021-01-31,324,2.0
2021-01-31,325,843.0
2021-01-31,327,0.0
2021-01-31,328,4429.0
2021-01-31,329,119.0
2021-01-31,330,80.0
2021-01-31,331,10.0
2021-01-31,340,12584.0
2021-01-31,341,8.0
2021-01-31,342,
2021-01-31,343,47.0
2021-01-31,344,4.0
2021-01-31,345,0.0
2021-01-31,346,0.0
2021-01-31,350,1123.0
2021-01-31,352,3.0
2021-01-31,360,16.0
2021-01-31,361,3015.0
2021-01-31,370,2921.0
2021-01-31,371,0.0
2021-01-31,400,1980.0
2021-01-31,401,2.0
2021-01-31,410,617.0
2021-01-31,420,30085.0
2021-01-31,421,102.0
2021-01-31,422,574.0
2021-01-31,424,231.0
2021-01-31,430,22903.0
2021-01-31,450,2.0
2021-01-31,460,0.0
2021-01-31,499,11.0
2021-01-31,501,1221.0
2021-01-31,502,13745.0
2021-01-31,503,60.0
2021-01-31,560,164.0
2021-01-31,650,4.0
2021-01-31,651,1.0
2021-01-31,652,0.0
2021-01-31,653,0.0
2021-01-31,654,1.0
2021-01-31,655,0.0
2021-01-31,656,0.0
2021-01-31,657,
2021-01-31,658,
2021-01-31,660,
2021-01-31,661,
2021-01-31,662,
2021-01-31,663,1.0
2021-01-31,700,25.0
2021-01-31,710,2450.0
2021-01-31,711,58.0
2021-01-31,712,17.0
2021-01-31,713,0.0
2021-01-31,715,339.0
2021-01-31,720,1.0
2021-01-31,721,2.0
2021-01-31,722,
2021-01-31,723,8.0
2021-01-31,724,6.0
2021-01-31,725,0.0
2021-01-31,727,
2021-01-31,800,2166.0
2021-01-31,811,42.0
2021-01-31,812,3.0
2021-01-31,822,17.0
2021-01-31,834,0.0
2021-01-31,840,0.0
2021-01-31,920,
2020-12-31,100,45512.0
2020-12-31,101,10200.0
2020-12-31,102,278.0
2020-12-31,103,129.0
2020-12-31,104,3080.0
2020-12-31,105,552.0
2020-12-31,106,1385.0
2020-12-31,107,2090.0
2020-12-31,108,547.0
2020-12-31,110,19831.0
2020-12-31,120,4628.0
2020-12-31,130,867.0
2020-12-31,140,546.0
2020-12-31,141,3.0
2020-12-31,142,12.0
2020-12-31,143,1.0
2020-12-31,144,1343.0
2020-12-31,145,
2020-12-31,150,1840.0
2020-12-31,160,2868.0
2020-12-31,161,320.0
2020-12-31,170,111.0
2020-12-31,171,1170.0
2020-12-31,172,236.0
2020-12-31,173,231.0
2020-12-31,174,62.0
2020-12-31,180,40455.0
2020-12-31,190,162.0
2020-12-31,191,65.0
2020-12-31,192,1075.0
2020-12-31,199,80.0
2020-12-31,211,124.0
2020-12-31,212,5.0
2020-12-31,213,2.0
2020-12-31,214,405.0
2020-12-31,215,218.0
2020-12-31,216,18.0
2020-12-31,217,119.0
2020-12-31,218,158.0
2020-12-31,219,424.0
2020-12-31,220,189.0
2020-12-31,221,6.0
2020-12-31,222,0.0
2020-12-31,223,5.0
2020-12-31,241,
2020-12-31,242,237.0
2020-12-31,251,131.0
2020-12-31,252,20.0
2020-12-31,253,216.0
2020-12-31,254,0.0
2020-12-31,255,9.0
2020-12-31,256,34.0
2020-12-31,257,8.0
2020-12-31,258,180.0
2020-12-31,259,96.0
2020-12-31,260,407.0
2020-12-31,261,14.0
2020-12-31,262,16.0
2020-12-31,263,43.0
2020-12-31,264,11.0
2020-12-31,280,0.0
2020-12-31,290,12.0
2020-12-31,291,4.0
2020-12-31,300,190844.0
2020-12-31,301,3598.0
2020-12-31,302,2630.0
2020-12-31,303,2551.0
2020-12-31,304,0.0
2020-12-31,305,111.0
2020-12-31,306,287.0
2020-12-31,307,2285.0
2020-12-31,308,41.0
2020-12-31,309,21.0
2020-12-31,310,
2020-12-31,311,0.0
2020-12-31,313,6.0
2020-12-31,314,505.0
2020-12-31,315,179.0
2020-12-31,316,13.0
2020-12-31,317,0.0
2020-12-31,318,56.0
2020-12-31,319,0.0
2020-12-31,320,11055.0
2020-12-31,321,110.0
2020-12-31,322,5.0
2020-12-31,323,16.0
2020-12-31,324,3.0
2020-12-31,325,949.0
2020-12-31,327,0.0
2020-12-31,328,4769.0
2020-12-31,329,92.0
2020-12-31,330,153.0
2020-12-31,331,12.0
2020-12-31,340,10049.0
2020-12-31,341,11.0
2020-12-31,342,
2020-12-31,343,48.0
2020-12-31,344,3.0
2020-12-31,345,1.0
2020-12-31,346,0.0
2020-12-31,350,964.0
2020-12-31,352,49.0
2020-12-31,360,55.0
2020-12-31,361,3008.0
2020-12-31,370,3192.0
2020-12-31,371,0.0
2020-12-31,400,1873.0
2020-12-31,401,3.0
2020-12-31,410,536.0
2020-12-31,420,37229.0
2020-12-31,421,116.0
2020-12-31,422,661.0
2020-12-31,424,279.0
2020-12-31,430,23201.0
2020-12-31,450,1.0
2020-12-31,460,0.0
2020-12-31,499,7.0
2020-12-31,501,1228.0
2020-12-31,502,14434.0
2020-12-31,503,97.0
2020-12-31,560,203.0
2020-12-31,650,3.0
2020-12-31,651,
2020-12-31,652,
2020-12-31,653,1.0
2020-12-31,654,1.0
2020-12-31,655,3.0
2020-12-31,656,0.0
2020-12-31,657,
2020-12-31,658,
2020-12-31,660,
2020-12-31,661,
2020-12-31,662,
2020-12-31,663,5.0
2020-12-31,700,33.0
2020-12-31,710,2740.0
2020-12-31,711,57.0
2020-12-31,712,15.0
2020-12-31,713,0.0
2020-12-31,715,380.0
2020-12-31,720,0.0
2020-12-31,721,0.0
2020-12-31,722,3.0
2020-12-31,723,4.0
2020-12-31,724,2.0
2020-12-31,725,1.0
2020-12-31,726,0.0
2020-12-31,727,
2020-12-31,800,2251.0
2020-12-31,811,50.0
2020-12-31,812,2.0
2020-12-31,822,16.0
2020-12-31,834,
2020-12-31,840,0.0
2020-12-31,920,0.0
2020-11-30,100,46630.0
2020-11-30,101,10295.0
2020-11-30,102,265.0
2020-11-30,103,84.0
2020-11-30,104,2981.0
2020-11-30,105,587.0
2020-11-30,106,1481.0
2020-11-30,107,1933.0
2020-11-30,108,572.0
2020-11-30,110,19342.0
2020-11-30,120,4609.0
2020-11-30,130,803.0
2020-11-30,140,598.0
2020-11-30,141,4.0
2020-11-30,142,10.0
2020-11-30,143,2.0
2020-11-30,144,1362.0
2020-11-30,145,
2020-11-30,150,1716.0
2020-11-30,160,2909.0
2020-11-30,161,318.0
2020-11-30,170,86.0
2020-11-30,171,1204.0
2020-11-30,172,246.0
2020-11-30,173,219.0
2020-11-30,174,65.0
2020-11-30,180,42086.0
2020-11-30,190,168.0
2020-11-30,191,69.0
2020-11-30,192,1046.0
2020-11-30,199,78.0
2020-11-30,211,123.0
2020-11-30,212,3.0
2020-11-30,213,0.0
2020-11-30,214,405.0
2020-11-30,215,238.0
2020-11-30,216,18.0
2020-11-30,217,103.0
2020-11-30,218,151.0
2020-11-30,219,418.0
2020-11-30,220,218.0
2020-11-30,221,5.0
2020-11-30,222,0.0
2020-11-30,223,13.0
2020-11-30,241,0.0
2020-11-30,242,211.0
2020-11-30,251,134.0
2020-11-30,252,23.0
2020-11-30,253,261.0
2020-11-30,254,0.0
2020-11-30,255,11.0
2020-11-30,256,36.0
2020-11-30,257,6.0
2020-11-30,258,151.0
2020-11-30,259,81.0
2020-11-30,260,376.0
2020-11-30,261,14.0
2020-11-30,262,14.0
2020-11-30,263,60.0
2020-11-30,264,14.0
2020-11-30,280,0.0
2020-11-30,290,10.0
2020-11-30,291,3.0
2020-11-30,300,184831.0
2020-11-30,301,3927.0
2020-11-30,302,2611.0
2020-11-30,303,2423.0
2020-11-30,304,0.0
2020-11-30,305,76.0
2020-11-30,306,230.0
2020-11-30,307,1958.0
2020-11-30,308,59.0
2020-11-30,309,16.0
2020-11-30,310,0.0
2020-11-30,311,1.0
2020-11-30,313,2.0
2020-11-30,314,479.0
2020-11-30,315,176.0
2020-11-30,316,2.0
2020-11-30,317,1.0
2020-11-30,318,45.0
2020-11-30,319,0.0
2020-11-30,320,10973.0
2020-11-30,321,108.0
2020-11-30,322,3.0
2020-11-30,323,11.0
2020-11-30,324,0.0
2020-11-30,325,645.0
2020-11-30,327,
2020-11-30,328,4751.0
2020-11-30,329,102.0
2020-11-30,330,144.0
2020-11-30,331,17.0
2020-11-30,340,9893.0
2020-11-30,341,5.0
2020-11-30,342,
2020-11-30,343,55.0
2020-11-30,344,3.0
2020-11-30,345,0.0
2020-11-30,346,0.0
2020-11-30,350,1028.0
2020-11-30,352,21.0
2020-11-30,360,34.0
2020-11-30,361,2988.0
2020-11-30,370,3006.0
2020-11-30,371,0.0
2020-11-30,400,1808.0
2020-11-30,401,6.0
2020-11-30,410,418.0
2020-11-30,420,40056.0
2020-11-30,421,121.0
2020-11-30,422,660.0
2020-11-30,424,299.0
2020-11-30,430,22711.0
2020-11-30,450,0.0
2020-11-30,460,1.0
2020-11-30,499,13.0
2020-11-30,501,1367.0
2020-11-30,502,15206.0
2020-11-30,503,60.0
2020-11-30,560,214.0
2020-11-30,650,4.0
2020-11-30,651,1.0
2020-11-30,652,0.0
2020-11-30,653,2.0
2020-11-30,654,0.0
2020-11-30,655,2.0
2020-11-30,656,0.0
2020-11-30,657,
2020-11-30,658,1.0
2020-11-30,659,
2020-11-30,660,
2020-11-30,661,
2020-11-30,662,0.0
2020-11-30,663,0.0
2020-11-30,700,26.0
2020-11-30,710,2697.0
2020-11-30,711,50.0
2020-11-30,712,13.0
2020-11-30,713,0.0
2020-11-30,715,434.0
2020-11-30,720,0.0
2020-11-30,721,0.0
2020-11-30,722,
2020-11-30,723,2.0
2020-11-30,724,4.0
2020-11-30,725,0.0
2020-11-30,727,
2020-11-30,800,2173.0
2020-11-30,811,34.0
2020-11-30,812,4.0
2020-11-30,822,30.0
2020-11-30,834,0.0
2020-11-30,840,
2020-11-30,920,0.0
2020-10-31,100,48647.0
2020-10-31,101,10958.0
2020-10-31,102,330.0
2020-10-31,103,110.0
2020-10-31,104,3547.0
2020-10-31,105,666.0
2020-10-31,106,1748.0
2020-10-31,107,1920.0
2020-10-31,108,568.0
2020-10-31,110,21929.0
2020-10-31,120,5091.0
2020-10-31,130,890.0
2020-10-31,140,715.0
2020-10-31,141,3.0
2020-10-31,142,13.0
2020-10-31,143,0.0
2020-10-31,144,1470.0
2020-10-31,145,
2020-10-31,150,1829.0
2020-10-31,160,3139.0
2020-10-31,161,345.0
2020-10-31,170,109.0
2020-10-31,171,1211.0
2020-10-31,172,242.0
2020-10-31,173,266.0
2020-10-31,174,64.0
2020-10-31,180,46027.0
2020-10-31,190,155.0
2020-10-31,191,43.0
2020-10-31,192,1046.0
2020-10-31,199,89.0
2020-10-31,211,111.0
2020-10-31,212,2.0
2020-10-31,213,1.0
2020-10-31,214,636.0
2020-10-31,215,226.0
2020-10-31,216,13.0
2020-10-31,217,99.0
2020-10-31,218,178.0
2020-10-31,219,538.0
2020-10-31,220,162.0
2020-10-31,221,6.0
2020-10-31,222,0.0
2020-10-31,223,13.0
2020-10-31,241,0.0
2020-10-31,242,224.0
2020-10-31,251,107.0
2020-10-31,252,15.0
2020-10-31,253,237.0
2020-10-31,254,0.0
2020-10-31,255,8.0
2020-10-31,256,24.0
2020-10-31,257,4.0
2020-10-31,258,193.0
2020-10-31,259,78.0
2020-10-31,260,399.0
2020-10-31,261,12.0
2020-10-31,262,13.0
2020-10-31,263,43.0
2020-10-31,264,18.0
2020-10-31,280,0.0
2020-10-31,290,31.0
2020-10-31,291,0.0
2020-10-31,300,193101.0
2020-10-31,301,3842.0
2020-10-31,302,2934.0
2020-10-31,303,2562.0
2020-10-31,304,0.0
2020-10-31,305,70.0
2020-10-31,306,222.0
2020-10-31,307,2135.0
2020-10-31,308,44.0
2020-10-31,309,19.0
2020-10-31,310,0.0
2020-10-31,311,0.0
2020-10-31,313,11.0
2020-10-31,314,463.0
2020-10-31,315,214.0
2020-10-31,316,0.0
2020-10-31,317,1.0
2020-10-31,318,89.0
2020-10-31,319,0.0
2020-10-31,320,11299.0
2020-10-31,321,102.0
2020-10-31,322,3.0
2020-10-31,323,32.0
2020-10-31,324,1.0
2020-10-31,325,972.0
2020-10-31,327,
2020-10-31,328,5044.0
2020-10-31,329,78.0
2020-10-31,330,103.0
2020-10-31,331,17.0
2020-10-31,340,9734.0
2020-10-31,341,10.0
2020-10-31,342,
2020-10-31,343,93.0
2020-10-31,344,2.0
2020-10-31,345,0.0
2020-10-31,346,0.0
2020-10-31,350,976.0
2020-10-31,352,20.0
2020-10-31,360,24.0
2020-10-31,361,3193.0
2020-10-31,370,3114.0
2020-10-31,371,0.0
2020-10-31,400,1993.0
2020-10-31,401,1.0
2020-10-31,410,333.0
2020-10-31,420,41778.0
2020-10-31,421,114.0
2020-10-31,422,697.0
2020-10-31,424,246.0
2020-10-31,430,23062.0
2020-10-31,450,0.0
2020-10-31,460,1.0
2020-10-31,499,10.0
2020-10-31,501,1474.0
2020-10-31,502,15438.0
2020-10-31,503,101.0
2020-10-31,560,139.0
2020-10-31,650,2.0
2020-10-31,651,
2020-10-31,652,
2020-10-31,653,3.0
2020-10-31,654,0.0
2020-10-31,655,2.0
2020-10-31,656,0.0
2020-10-31,657,
2020-10-31,658,4.0
2020-10-31,660,
2020-10-31,661,
2020-10-31,662,0.0
2020-10-31,663,1.0
2020-10-31,700,15.0
2020-10-31,710,2761.0
2020-10-31,711,62.0
2020-10-31,712,3.0
2020-10-31,713,1.0
2020-10-31,715,501.0
2020-10-31,720,1.0
2020-10-31,721,0.0
2020-10-31,722,1.0
2020-10-31,723,2.0
2020-10-31,724,2.0
2020-10-31,725,1.0
2020-10-31,727,
2020-10-31,800,2299.0
2020-10-31,811,47.0
2020-10-31,812,4.0
2020-10-31,822,15.0
2020-10-31,834,
2020-10-31,840,0.0
2020-10-31,920,
2020-09-30,100,49034.0
2020-09-30,101,10659.0
2020-09-30,102,333.0
2020-09-30,103,136.0
2020-09-30,104,3229.0
2020-09-30,105,506.0
2020-09-30,106,1759.0
2020-09-30,107,1961.0
2020-09-30,108,591.0
2020-09-30,110,23814.0
2020-09-30,120,4850.0
2020-09-30,130,991.0
2020-09-30,140,812.0
2020-09-30,141,1.0
2020-09-30,142,5.0
2020-09-30,143,2.0
2020-09-30,144,1454.0
2020-09-30,145,
2020-09-30,150,1950.0
2020-09-30,160,3463.0
2020-09-30,161,306.0
2020-09-30,170,92.0
2020-09-30,171,1299.0
2020-09-30,172,276.0
2020-09-30,173,286.0
2020-09-30,174,52.0
2020-09-30,180,49823.0
2020-09-30,190,139.0
2020-09-30,191,32.0
2020-09-30,192,950.0
2020-09-30,199,110.0
2020-09-30,211,111.0
2020-09-30,212,4.0
2020-09-30,213,1.0
2020-09-30,214,733.0
2020-09-30,215,206.0
2020-09-30,216,13.0
2020-09-30,217,124.0
2020-09-30,218,172.0
2020-09-30,219,471.0
2020-09-30,220,166.0
2020-09-30,221,17.0
2020-09-30,222,0.0
2020-09-30,223,16.0
2020-09-30,241,0.0
2020-09-30,242,215.0
2020-09-30,251,130.0
2020-09-30,252,25.0
2020-09-30,253,246.0
2020-09-30,254,0.0
2020-09-30,255,13.0
2020-09-30,256,33.0
2020-09-30,257,9.0
2020-09-30,258,203.0
2020-09-30,259,78.0
2020-09-30,260,416.0
2020-09-30,261,15.0
2020-09-30,262,8.0
2020-09-30,263,59.0
2020-09-30,264,15.0
2020-09-30,280,0.0
2020-09-30,290,22.0
2020-09-30,291,5.0
2020-09-30,300,193142.0
2020-09-30,301,3488.0
2020-09-30,302,2400.0
2020-09-30,303,2565.0
2020-09-30,304,1.0
2020-09-30,305,56.0
2020-09-30,306,239.0
2020-09-30,307,1931.0
2020-09-30,308,49.0
2020-09-30,309,14.0
2020-09-30,310,0.0
2020-09-30,311,1.0
2020-09-30,313,2.0
2020-09-30,314,510.0
2020-09-30,315,214.0
2020-09-30,316,0.0
2020-09-30,317,1.0
2020-09-30,318,71.0
2020-09-30,319,0.0
2020-09-30,320,11057.0
2020-09-30,321,106.0
2020-09-30,322,3.0
2020-09-30,323,22.0
2020-09-30,324,0.0
2020-09-30,325,951.0
2020-09-30,327,
2020-09-30,328,4710.0
2020-09-30,329,120.0
2020-09-30,330,72.0
2020-09-30,331,31.0
2020-09-30,340,8815.0
2020-09-30,341,27.0
2020-09-30,342,
2020-09-30,343,91.0
2020-09-30,344,1.0
2020-09-30,345,0.0
2020-09-30,346,0.0
2020-09-30,350,778.0
2020-09-30,352,18.0
2020-09-30,360,12.0
2020-09-30,361,3177.0
2020-09-30,370,3072.0
2020-09-30,371,0.0
2020-09-30,400,1793.0
2020-09-30,401,1.0
2020-09-30,410,316.0
2020-09-30,420,43719.0
2020-09-30,421,139.0
2020-09-30,422,641.0
2020-09-30,424,271.0
2020-09-30,430,22450.0
2020-09-30,450,2.0
2020-09-30,460,0.0
2020-09-30,499,47.0
2020-09-30,501,1507.0
2020-09-30,502,14605.0
2020-09-30,503,114.0
2020-09-30,560,457.0
2020-09-30,650,4.0
2020-09-30,651,
2020-09-30,652,
2020-09-30,653,2.0
2020-09-30,654,0.0
2020-09-30,655,1.0
2020-09-30,656,0.0
2020-09-30,657,
2020-09-30,658,
2020-09-30,660,
2020-09-30,661,
2020-09-30,662,0.0
2020-09-30,663,1.0
2020-09-30,700,26.0
2020-09-30,710,3001.0
2020-09-30,711,60.0
2020-09-30,712,12.0
2020-09-30,713,0.0
2020-09-30,715,530.0
2020-09-30,720,1.0
2020-09-30,721,0.0
2020-09-30,722,3.0
2020-09-30,723,3.0
2020-09-30,724,2.0
2020-09-30,725,1.0
2020-09-30,727,
2020-09-30,800,2153.0
2020-09-30,811,57.0
2020-09-30,812,4.0
2020-09-30,822,26.0
2020-09-30,834,
2020-09-30,840,1.0
2020-09-30,920,
2020-08-31,100,49266.0
2020-08-31,101,11099.0
2020-08-31,102,343.0
2020-08-31,103,94.0
2020-08-31,104,3546.0
2020-08-31,105,640.0
2020-08-31,106,1625.0
2020-08-31,107,1901.0
2020-08-31,108,545.0
2020-08-31,110,23273.0
2020-08-31,120,4707.0
2020-08-31,130,1138.0
2020-08-31,140,818.0
2020-08-31,141,7.0
2020-08-31,142,5.0
2020-08-31,143,2.0
2020-08-31,144,1540.0
2020-08-31,145,
2020-08-31,150,1840.0
2020-08-31,160,3689.0
2020-08-31,161,344.0
2020-08-31,170,98.0
2020-08-31,171,1178.0
2020-08-31,172,269.0
2020-08-31,173,250.0
2020-08-31,174,57.0
2020-08-31,180,51471.0
2020-08-31,190,185.0
2020-08-31,191,45.0
2020-08-31,192,960.0
2020-08-31,199,90.0
2020-08-31,211,101.0
2020-08-31,212,8.0
2020-08-31,213,0.0
2020-08-31,214,765.0
2020-08-31,215,201.0
2020-08-31,216,18.0
2020-08-31,217,76.0
2020-08-31,218,146.0
2020-08-31,219,527.0
2020-08-31,220,185.0
2020-08-31,221,7.0
2020-08-31,222,
2020-08-31,223,6.0
2020-08-31,241,
2020-08-31,242,164.0
2020-08-31,251,133.0
2020-08-31,252,14.0
2020-08-31,253,193.0
2020-08-31,254,0.0
2020-08-31,255,2.0
2020-08-31,256,36.0
2020-08-31,257,10.0
2020-08-31,258,146.0
2020-08-31,259,75.0
2020-08-31,260,394.0
2020-08-31,261,14.0
2020-08-31,262,8.0
2020-08-31,263,37.0
2020-08-31,264,20.0
2020-08-31,280,0.0
2020-08-31,290,17.0
2020-08-31,291,0.0
2020-08-31,300,190581.0
2020-08-31,301,3808.0
2020-08-31,302,2204.0
2020-08-31,303,2375.0
2020-08-31,304,0.0
2020-08-31,305,56.0
2020-08-31,306,271.0
2020-08-31,307,2100.0
2020-08-31,308,42.0
2020-08-31,309,24.0
2020-08-31,310,
2020-08-31,311,1.0
2020-08-31,313,6.0
2020-08-31,314,479.0
2020-08-31,315,205.0
2020-08-31,316,0.0
2020-08-31,317,1.0
2020-08-31,318,74.0
2020-08-31,319,0.0
2020-08-31,320,10805.0
2020-08-31,321,104.0
2020-08-31,322,1.0
2020-08-31,323,17.0
2020-08-31,324,3.0
2020-08-31,325,947.0
2020-08-31,327,0.0
2020-08-31,328,4642.0
2020-08-31,329,112.0
2020-08-31,330,63.0
2020-08-31,331,27.0
2020-08-31,340,8156.0
2020-08-31,341,9.0
2020-08-31,342,
2020-08-31,343,89.0
2020-08-31,344,3.0
2020-08-31,345,0.0
2020-08-31,346,1.0
2020-08-31,350,729.0
2020-08-31,352,20.0
2020-08-31,360,16.0
2020-08-31,361,3110.0
2020-08-31,370,3125.0
2020-08-31,371,1.0
2020-08-31,400,1764.0
2020-08-31,401,0.0
2020-08-31,410,422.0
2020-08-31,420,32312.0
2020-08-31,421,98.0
2020-08-31,422,676.0
2020-08-31,424,318.0
2020-08-31,430,20673.0
2020-08-31,450,5.0
2020-08-31,460,0.0
2020-08-31,499,43.0
2020-08-31,501,1427.0
2020-08-31,502,14458.0
2020-08-31,503,95.0
2020-08-31,560,558.0
2020-08-31,650,3.0
2020-08-31,651,1.0
2020-08-31,652,0.0
2020-08-31,653,1.0
2020-08-31,654,1.0
2020-08-31,655,1.0
2020-08-31,656,0.0
2020-08-31,657,
2020-08-31,658,3.0
2020-08-31,661,
2020-08-31,662,0.0
2020-08-31,663,1.0
2020-08-31,700,27.0
2020-08-31,710,2720.0
2020-08-31,711,51.0
2020-08-31,712,18.0
2020-08-31,713,0.0
2020-08-31,715,448.0
2020-08-31,720,0.0
2020-08-31,721,0.0
2020-08-31,722,3.0
2020-08-31,723,6.0
2020-08-31,724,4.0
2020-08-31,725,0.0
2020-08-31,727,
2020-08-31,800,2295.0
2020-08-31,811,61.0
2020-08-31,812,1.0
2020-08-31,822,25.0
2020-08-31,834,
2020-08-31,840,
2020-08-31,920,
2020-07-31,100,51079.0
2020-07-31,101,11008.0
2020-07-31,102,282.0
2020-07-31,103,106.0
2020-07-31,104,3342.0
2020-07-31,105,682.0
2020-07-31,106,1826.0
2020-07-31,107,1960.0
2020-07-31,108,627.0
2020-07-31,110,23800.0
2020-07-31,120,4129.0
2020-07-31,130,1157.0
2020-07-31,140,773.0
2020-07-31,141,3.0
2020-07-31,142,11.0
2020-07-31,143,1.0
2020-07-31,144,1404.0
2020-07-31,145,
2020-07-31,150,1897.0
2020-07-31,160,3457.0
2020-07-31,161,374.0
2020-07-31,170,103.0
2020-07-31,171,1217.0
2020-07-31,172,288.0
2020-07-31,173,284.0
2020-07-31,174,46.0
2020-07-31,180,51188.0
2020-07-31,190,132.0
2020-07-31,191,46.0
2020-07-31,192,1004.0
2020-07-31,199,128.0
2020-07-31,211,105.0
2020-07-31,212,4.0
2020-07-31,213,1.0
2020-07-31,214,729.0
2020-07-31,215,216.0
2020-07-31,216,14.0
2020-07-31,217,93.0
2020-07-31,218,157.0
2020-07-31,219,493.0
2020-07-31,220,165.0
2020-07-31,221,9.0
2020-07-31,222,0.0
2020-07-31,223,11.0
2020-07-31,241,0.0
2020-07-31,242,192.0
2020-07-31,251,125.0
2020-07-31,252,26.0
2020-07-31,253,174.0
2020-07-31,254,0.0
2020-07-31,255,6.0
2020-07-31,256,51.0
2020-07-31,257,9.0
2020-07-31,258,105.0
2020-07-31,259,88.0
2020-07-31,260,411.0
2020-07-31,261,17.0
2020-07-31,262,12.0
2020-07-31,263,34.0
2020-07-31,264,17.0
2020-07-31,280,0.0
2020-07-31,290,28.0
2020-07-31,291,1.0
2020-07-31,300,193984.0
2020-07-31,301,4113.0
2020-07-31,302,2316.0
2020-07-31,303,2486.0
2020-07-31,304,3.0
2020-07-31,305,59.0
2020-07-31,306,242.0
2020-07-31,307,2059.0
2020-07-31,308,39.0
2020-07-31,309,16.0
2020-07-31,310,
2020-07-31,311,0.0
2020-07-31,313,3.0
2020-07-31,314,509.0
2020-07-31,315,215.0
2020-07-31,316,2.0
2020-07-31,317,2.0
